Käyttöönottovuosi,Merkki,Malli,"Katsastusten
lukumäärä",Hylkäys-%,"Ajettujen
kilometrien
keskiarvo","Ajettujen
kilometrien
mediaani",Yleisin hylkäyssyy,"Toiseksi yleisin
hylkäyssyy","Kolmanneksi yleisin
hylkäyssyy"
2015,Renault,CLIO,1212,10.4,43000,39000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus"
2015,Renault,KADJAR,265,7.92,54000,52000,Valmistajan kilpi,,
2015,Renault,MEGANE,287,5.92,53000,50000,,,
2015,Seat,Mallit yhteensä,1542,1.82,57000,51000,,,
2015,Seat,IBIZA,283,2.47,44000,43000,,,
2015,Seat,LEON,196,0.51,52000,50000,,,
2015,Seat,LEON ST,420,1.43,66000,61000,,,
2015,Seat,"LEON
X-PERIENCE",125,0,79000,70000,,,
2015,Seat,TOLEDO,398,1.76,50000,47000,,,
2015,Skoda,Mallit yhteensä,8838,1.7,68000,61000,,,
2015,Skoda,CITIGO,164,3.66,46000,39000,,,
2015,Skoda,FABIA,1362,1.4,47000,42000,,,
2015,Skoda,OCTAVIA,5171,1.59,73000,66000,,,
2015,Skoda,RAPID,656,1.37,53000,50000,,,
2015,Skoda,SUPERB,885,3.16,92000,81000,Renkaat ja vanteet,Käyttöjarru,
2015,Skoda,YETI,552,0.91,57000,51000,,,
2015,Ssangyong,Mallit yhteensä,103,4.85,62000,57000,,,
2015,Subaru,Mallit yhteensä,1098,1.73,63000,57000,,,
2015,Subaru,FORESTER,474,2.11,62000,56000,,,
2015,Subaru,LEGACY,427,1.41,69000,65000,,,
2015,Suzuki,Mallit yhteensä,608,0.66,46000,43000,,,
2015,Suzuki,SX4,191,0.52,43000,41000,,,
2015,Suzuki,VITARA,383,0.78,49000,44000,,,
2015,Tesla Motors,Mallit yhteensä,153,8.5,70000,63000,,,
2015,Tesla Motors,MODEL S,149,8.72,70000,63000,,,
2015,Toyota,Mallit yhteensä,10923,1.25,49000,43000,,,
2015,Toyota,AURIS,3056,0.92,49000,45000,,,
2015,Toyota,AVENSIS,2712,1.14,57000,50000,,,
2015,Toyota,AYGO,197,3.55,37000,30000,,,
2015,Toyota,COROLLA,663,0.9,38000,35000,,,
2015,Toyota,RAV4,685,1.17,62000,53000,,,
2015,Toyota,VERSO,424,1.18,56000,47000,,,
2015,Toyota,YARIS,2112,0.85,37000,33000,,,
2015,Toyota,YARIS HYBRID,895,3.24,44000,38000,Käyttöjarru,,
2015,Volkswagen,Mallit yhteensä,11732,1.99,65000,56000,,,
2015,Volkswagen,CADDY,411,6.57,105000,78000,Renkaat ja vanteet,"Jousitus ja
iskunvaimennus",
2015,Volkswagen,GOLF,4603,1.06,55000,51000,,,
2015,Volkswagen,JETTA,366,0.55,50000,46000,,,
2015,Volkswagen,PASSAT,3295,1.82,80000,72000,,,
2015,Volkswagen,POLO,1555,2.51,41000,38000,,,
2015,Volkswagen,SHARAN,127,3.94,86000,74000,,,
2015,Volkswagen,TIGUAN,324,0.93,64000,58000,,,
2015,Volkswagen,TOURAN,409,3.67,79000,67000,,,
2015,Volkswagen,TRANSPORTER,223,6.28,143000,113000,,,
2015,Volkswagen,UP!,174,0.57,38000,36000,,,
2015,Volvo,Mallit yhteensä,6736,2.64,75000,65000,Renkaat ja vanteet,,
2015,Volvo,S60,427,1.17,60000,57000,,,
2015,Volvo,S80,151,3.31,105000,73000,,,
2015,Volvo,V40,1856,3.07,57000,54000,Renkaat ja vanteet,"Jousitus ja
iskunvaimennus",
2015,Volvo,V60,1391,2.95,76000,68000,Renkaat ja vanteet,,
2015,Volvo,V70,995,4.32,104000,81000,Renkaat ja vanteet,,
2015,Volvo,XC60,1261,1.43,76000,70000,,,
2015,Volvo,XC70,385,1.04,84000,76000,,,
2015,Volvo,XC90,270,1.85,80000,77000,,,
Vuodet yhteensä,Merkit yhteensä,Mallit yhteensä,1536469,20,174000,162000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Alfa Romeo,Mallit yhteensä,3640,33.32,153000,147000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Alfa Romeo,147,467,45.61,153000,149000,Etuakselisto,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Alfa Romeo,156,656,48.02,199000,192000,Etuakselisto,"Alustan kotelot ja
pohjalevy","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Alfa Romeo,159,1070,38.32,186000,179000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Alfa Romeo,GIULIETTA,800,11.88,100000,95000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Alfa Romeo,GT,134,34.33,153000,153000,Etuakselisto,"Alustan kotelot ja
pohjalevy",Käyttöjarru
Vuodet yhteensä,Alfa Romeo,MITO,352,25.57,96000,90000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Audi,Mallit yhteensä,76757,13.45,190000,180000,Käyttöjarru,Etuakselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Audi,A1,1021,6.37,77000,70000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Bensiinimoottorin
pakokaasumittaus"
Vuodet yhteensä,Audi,A2,215,35.35,182000,171000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Audi,A3,14211,15.09,152000,141000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Audi,A4,30230,14.81,206000,197000,Käyttöjarru,Etuakselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Audi,A5,3563,7.04,147000,141000,"Jousitus ja
iskunvaimennus",Etuakselisto,Renkaat ja vanteet
Vuodet yhteensä,Audi,A6,18344,14.08,224000,217000,Etuakselisto,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Audi,A7,648,1.85,135000,132000,,,
Vuodet yhteensä,Audi,A8,732,11.07,212000,204000,"Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Audi,Q3,1121,3.21,88000,82000,,,
Vuodet yhteensä,Audi,Q5,2984,4.32,146000,140000,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)",
Vuodet yhteensä,Audi,Q7,1955,13.3,210000,207000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Audi,S3,194,10.82,125000,130000,,,
Vuodet yhteensä,Audi,S4,192,10.94,157000,153000,,,
Vuodet yhteensä,Audi,S5,184,6.52,117000,111000,,,
Vuodet yhteensä,Audi,S6,103,22.33,152000,162000,Etuakselisto,,
Vuodet yhteensä,Audi,TT,918,13.4,138000,138000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
Vuodet yhteensä,BMW,Mallit yhteensä,69021,21.3,192000,182000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Taka-akselisto
Vuodet yhteensä,BMW,1,6863,17.05,139000,129000,Käyttöjarru,Taka-akselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,BMW,2,444,2.48,60000,57000,,,
Vuodet yhteensä,BMW,3,25493,24.38,194000,186000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,BMW,4,401,2.24,65000,59000,,,
Vuodet yhteensä,BMW,5,22808,23.09,221000,212000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
Vuodet yhteensä,BMW,6,461,16.05,131000,119000,"Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,BMW,7,806,20.72,201000,188000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,BMW,M3,215,9.3,121000,116000,,,
Vuodet yhteensä,BMW,M5,242,9.5,130000,124000,,,
Vuodet yhteensä,BMW,X1,1810,12.21,131000,124000,Etuakselisto,Taka-akselisto,
Vuodet yhteensä,BMW,X3,3796,13.28,177000,164000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
Vuodet yhteensä,BMW,X4,197,7.11,78000,70000,,,
Vuodet yhteensä,BMW,X5,3796,21.02,225000,217000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,BMW,X6,806,12.16,164000,158000,Etuakselisto,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
Vuodet yhteensä,BMW,Z4,699,13.88,117000,110000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,
Vuodet yhteensä,Cadillac,Mallit yhteensä,415,30.6,169000,166000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Cadillac,SRX,138,34.06,180000,180000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Chevrolet,Mallit yhteensä,11640,28.46,136000,122000,Etuakselisto,"Käyttöjarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Chevrolet,AVEO,1887,28.3,105000,98000,Etuakselisto,"Käyttöjarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Chevrolet,CAMARO,129,8.53,82000,67000,,,
Vuodet yhteensä,Chevrolet,CAPTIVA,849,32.04,205000,202000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Chevrolet,CORVETTE,161,6.21,82000,75000,,,
Vuodet yhteensä,Chevrolet,CRUZE,2657,15.84,108000,102000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
Vuodet yhteensä,Chevrolet,EPICA,663,41.93,213000,197000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Chevrolet,EVANDA,405,36.05,164000,158000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",
Vuodet yhteensä,Chevrolet,KALOS,1473,35.3,122000,118000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Chevrolet,LACETTI,309,40.45,147000,140000,Käyttöjarru,"Alustan kotelot ja
pohjalevy","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Chevrolet,MALIBU,167,11.38,106000,79000,,,
Vuodet yhteensä,Chevrolet,MATIZ,283,38.16,104000,98000,"Sisäinen
valvontajärjestelmä
(OBD)","Käyttöjarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Chevrolet,NUBIRA,1320,41.74,175000,172000,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Chevrolet,ORLANDO,280,19.64,178000,151000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,Chevrolet,SPARK,427,18.74,82000,76000,Asiapaperit,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Chevrolet,TRANS SPORT,183,54.64,248000,232000,"Alustan kotelot ja
pohjalevy","Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Chevrolet,TRAX,204,4.41,82000,77000,,,
Vuodet yhteensä,Chrysler,Mallit yhteensä,9974,41.05,207000,200000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Etuakselisto
Vuodet yhteensä,Chrysler,300C,1490,43.09,221000,211000,"Seisontajarrun
dynamometritesti",Etuakselisto,Taka-akselisto
Vuodet yhteensä,Chrysler,CROSSFIRE,122,18.85,126000,124000,,,
Vuodet yhteensä,Chrysler,NEON,796,41.21,153000,153000,"Alustan kotelot ja
pohjalevy","Ohjausnivelet ja
-tangot",Etuakselisto
Vuodet yhteensä,Chrysler,PT CRUISER,716,39.53,175000,167000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Chrysler,SEBRING,2530,37.47,178000,173000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Chrysler,VOYAGER,4158,43.89,239000,233000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Citroen,Mallit yhteensä,48838,27.44,164000,155000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Citroen,BERLINGO,2525,25.27,172000,163000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Citroen,C-CROSSER,196,22.45,222000,222000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Citroen,C1,1360,8.16,84000,77000,Käyttöjarru,Etuakselisto,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Citroen,C2,2245,29.62,133000,130000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Citroen,C3,8831,24.55,119000,112000,Etuakselisto,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Citroen,C3 PICASSO,1085,27.74,121000,113000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Citroen,C4,9467,26.7,151000,146000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Citroen,C4 CACTUS,288,2.78,49000,44000,,,
Vuodet yhteensä,Citroen,C4 PICASSO,2982,22.84,173000,164000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,Citroen,C5,11532,32.4,216000,209000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Citroen,C6,149,24.83,186000,187000,Etuakselisto,,
Vuodet yhteensä,Citroen,C8,217,47.47,237000,231000,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
Vuodet yhteensä,Citroen,DS3,649,14.02,84000,81000,"Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Citroen,DS4,289,13.49,99000,92000,Käyttöjarru,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Citroen,DS5,420,13.33,110000,101000,Etuakselisto,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Citroen,SAXO,110,39.09,135000,133000,"Käyttöjarrun
dynamometritesti",,
Vuodet yhteensä,Citroen,XSARA,2790,35.38,205000,200000,Käyttöjarru,Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Citroen,XSARA PICASSO,3385,32.29,197000,191000,Etuakselisto,"Ohjausnivelet ja
-tangot","Alustan kotelot ja
pohjalevy"
Vuodet yhteensä,Dacia,Mallit yhteensä,3435,21.8,97000,87000,Etuakselisto,"Ohjausnivelet ja
-tangot","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Dacia,DUSTER,2042,21.16,104000,95000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Dacia,LODGY,143,29.37,93000,85000,Etuakselisto,,
Vuodet yhteensä,Dacia,LOGAN,574,22.13,97000,85000,Etuakselisto,"Ohjausnivelet ja
-tangot",
Vuodet yhteensä,Dacia,SANDERO,676,21.89,76000,70000,Etuakselisto,"Ohjausnivelet ja
-tangot",
Vuodet yhteensä,Daewoo,Mallit yhteensä,2552,45.02,159000,154000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Daewoo,EVANDA,377,49.87,190000,190000,"Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Daewoo,KALOS,1088,40.26,145000,143000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Alustan kotelot ja
pohjalevy"
Vuodet yhteensä,Daewoo,LACETTI,180,47.78,161000,158000,Käyttöjarru,"Alustan kotelot ja
pohjalevy","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Daewoo,MATIZ,271,50.55,113000,112000,"Sisäinen
valvontajärjestelmä
(OBD)","Alustan kotelot ja
pohjalevy",Etuakselisto
Vuodet yhteensä,Daewoo,NUBIRA,448,49.78,189000,180000,Käyttöjarru,"Alustan kotelot ja
pohjalevy","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Daewoo,TACUMA,184,40.76,169000,171000,"Sisäinen
valvontajärjestelmä
(OBD)","Käyttöjarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Dodge,Mallit yhteensä,4067,45.54,178000,174000,Etuakselisto,Taka-akselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Dodge,AVENGER,724,21.13,161000,157000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Dodge,CALIBER,1978,57.53,177000,170000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Dodge,JOURNEY,816,46.45,195000,192000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Dodge,NITRO,331,38.97,211000,207000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Fiat,Mallit yhteensä,27849,32.41,137000,131000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Fiat,500,1787,24.51,75000,68000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Fiat,ALBEA,539,24.68,114000,109000,"Bensiinimoottorin
pakokaasumittaus","Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Fiat,BRAVO,1017,29.6,140000,135000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Fiat,CROMA,648,37.19,196000,189000,"Jousitus ja
iskunvaimennus",Etuakselisto,Taka-akselisto
Vuodet yhteensä,Fiat,DUCATO,121,47.11,247000,234000,"Alustan kotelot ja
pohjalevy","Seisontajarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Fiat,FREEMONT,120,36.67,156000,143000,Taka-akselisto,,
Vuodet yhteensä,Fiat,LINEA,1095,19.27,133000,125000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
Vuodet yhteensä,Fiat,PANDA,968,31.4,116000,108000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Fiat,PUNTO,16256,29.82,130000,124000,"Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Fiat,STILO,4955,47.41,180000,176000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Ford,Mallit yhteensä,111302,21.13,167000,158000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Ford,B-MAX,627,6.86,62000,56000,"Ohjausnivelet ja
-tangot",,
Vuodet yhteensä,Ford,FIESTA,17144,12.9,98000,87000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus",Etuakselisto
Vuodet yhteensä,Ford,FOCUS,44860,22.74,165000,159000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Ford,FOCUS C-MAX,4937,22.75,172000,169000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,Ford,FUSION,2424,13.66,142000,133000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Ford,GALAXY,1528,28.34,242000,233000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Ford,GRAND C-MAX,1441,10.48,137000,132000,Käyttöjarru,Renkaat ja vanteet,Taka-akselisto
Vuodet yhteensä,Ford,KA,1967,28.47,97000,92000,Etuakselisto,"Jousitus ja
iskunvaimennus","Alustan kotelot ja
pohjalevy"
Vuodet yhteensä,Ford,KUGA,1950,10.46,150000,140000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Ford,MAVERICK,443,22.35,198000,196000,Etuakselisto,"Ohjausnivelet ja
-tangot",
Vuodet yhteensä,Ford,MONDEO,27671,24.23,210000,207000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Taka-akselisto
Vuodet yhteensä,Ford,MUSTANG,669,11.06,112000,97000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Ford,S-MAX,3436,21.92,211000,204000,"Jousitus ja
iskunvaimennus",Taka-akselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Ford,"TOURNEO
CONNECT",1064,26.32,187000,184000,"Seisontajarrun
dynamometritesti","Alustan kotelot ja
pohjalevy",Käyttöjarru
Vuodet yhteensä,Ford,TRANSIT,1024,31.74,293000,265000,"Alustan kotelot ja
pohjalevy",Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Honda,Mallit yhteensä,50433,15.38,174000,168000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Honda,ACCORD,10878,23.53,215000,210000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Honda,CIVIC,14059,14.26,139000,133000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Honda,CR-V,18096,11.67,187000,182000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Honda,CR-Z,106,10.38,97000,90000,Käyttöjarru,,
Vuodet yhteensä,Honda,FR-V,1009,18.43,209000,206000,"Käyttöjarrun
dynamometritesti",Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Honda,HR-V,917,16.68,184000,187000,"Alustan kotelot ja
pohjalevy","Bensiinimoottorin
pakokaasumittaus","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Honda,INSIGHT,620,6.94,118000,113000,Käyttöjarru,,
Vuodet yhteensä,Honda,JAZZ,4315,12.93,121000,112000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Honda,STREAM,303,35.97,261000,257000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,
Vuodet yhteensä,Hyundai,Mallit yhteensä,32677,18.29,132000,116000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
Vuodet yhteensä,Hyundai,ACCENT,554,27.98,144000,138000,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Hyundai,COUPE,361,26.32,158000,156000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Hyundai,ELANTRA,509,35.76,191000,183000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Hyundai,GETZ,5653,16.49,135000,126000,"Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)","Bensiinimoottorin
pakokaasumittaus"
Vuodet yhteensä,Hyundai,H-1,158,37.34,222000,211000,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Hyundai,I20,6596,8.43,74000,66000,"Käyttöjarrun
dynamometritesti",Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Hyundai,I30,8076,16.21,122000,109000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Taka-akselisto
Vuodet yhteensä,Hyundai,I40,1918,19.92,127000,113000,"Ohjausnivelet ja
-tangot",Taka-akselisto,Etuakselisto
Vuodet yhteensä,Hyundai,IX20,820,7.07,76000,68000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,Hyundai,IX35,1518,13.64,116000,109000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Hyundai,MATRIX,633,39.02,164000,159000,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Hyundai,SANTA FE,1535,30.94,228000,223000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Hyundai,SONATA,2056,30.06,214000,200000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Hyundai,TERRACAN,100,39,265000,253000,"Ohjausnivelet ja
-tangot",Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Hyundai,TRAJET,544,47.06,248000,237000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Hyundai,TUCSON,1413,25.62,179000,181000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,Jaguar,Mallit yhteensä,2840,23.03,177000,168000,Taka-akselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Jaguar,S-TYPE,658,24.32,189000,183000,Taka-akselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Jaguar,X-TYPE,1000,36.9,209000,198000,Taka-akselisto,"Seisontajarrun
dynamometritesti","Alustan kotelot ja
pohjalevy"
Vuodet yhteensä,Jaguar,XF,825,9.82,149000,143000,Taka-akselisto,Käyttöjarru,
Vuodet yhteensä,Jaguar,XJ,241,16.18,151000,137000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)",Taka-akselisto
Vuodet yhteensä,"Jaguar Land
Rover Limited",Mallit yhteensä,422,4.98,79000,73000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,"Jaguar Land
Rover Limited",RANGE ROVER,201,2.49,86000,81000,,,
Vuodet yhteensä,Jeep,Mallit yhteensä,3265,33.54,191000,183000,Taka-akselisto,Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Jeep,CHEROKEE,1631,29.31,220000,214000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Jeep,COMMANDER,153,23.53,249000,243000,Etuakselisto,,
