Käyttöönottovuosi,Merkki,Malli,Katsastusten lukumäärä,Hylkäys-%,Ajettujen kilometrien keskiarvo,Ajettujen kilometrien mediaani,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy,Kolmanneksi yleisin hylkäyssyy
2005,Citroen,C5,1533,41.16,240000,230000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2005,Citroen,XSARA,542,35.42,207000,210000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Käyttöjarru
2005,Citroen,XSARA PICASSO,396,29.29,198000,198000,Etuakselisto,"Alustan kotelot ja
pohjalevy","Ohjausnivelet ja
-tangot"
2005,Fiat,Mallit yhteensä,3870,35.71,156000,151000,"Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2005,Fiat,PANDA,302,39.74,142000,140000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Ohjausnivelet ja
-tangot"
2005,Fiat,PUNTO,2463,30.73,144000,140000,"Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2005,Fiat,STILO,1060,45.85,184000,181000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2005,Ford,Mallit yhteensä,10509,31.21,213000,208000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
2005,Ford,FIESTA,769,17.95,155000,154000,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2005,Ford,FOCUS,5931,32.47,209000,206000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
2005,Ford,FOCUS C-MAX,449,34.74,222000,218000,Etuakselisto,"Jousitus ja
iskunvaimennus","Bensiinimoottorin
pakokaasumittaus"
2005,Ford,FUSION,127,14.96,167000,164000,,,
2005,Ford,MAVERICK,209,27.75,210000,211000,Etuakselisto,"Alustan kotelot ja
pohjalevy","Ohjausnivelet ja
-tangot"
2005,Ford,MONDEO,2475,32.73,244000,237000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2005,Ford,MUSTANG,195,11.28,147000,142000,"Seisontajarrun
dynamometritesti",,
2005,Ford,"TOURNEO
CONNECT",117,40.17,193000,191000,"Seisontajarrun
dynamometritesti","Alustan kotelot ja
pohjalevy",Kori
2005,Honda,Mallit yhteensä,4593,23.91,226000,222000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2005,Honda,ACCORD,1076,29.65,241000,241000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2005,Honda,CIVIC,744,19.89,185000,183000,Etuakselisto,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Honda,CR-V,1729,21.69,249000,241000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
2005,Honda,FR-V,326,30.67,248000,249000,"Alustan kotelot ja
pohjalevy","Sisäinen
valvontajärjestelmä
(OBD)","Käyttöjarrun
dynamometritesti"
2005,Honda,HR-V,206,14.56,197000,195000,"Alustan kotelot ja
pohjalevy",,
2005,Honda,JAZZ,493,24.75,168000,165000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2005,Hyundai,Mallit yhteensä,2355,32.19,192000,187000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2005,Hyundai,ELANTRA,128,37.5,195000,187000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2005,Hyundai,GETZ,810,24.57,151000,146000,"Akseliston
kiinnityspalkit","Bensiinimoottorin
pakokaasumittaus","Käyttöjarrun
dynamometritesti"
2005,Hyundai,MATRIX,189,41.8,179000,169000,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2005,Hyundai,SANTA FE,157,37.58,249000,240000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2005,Hyundai,SONATA,302,31.13,206000,201000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2005,Hyundai,TRAJET,134,49.25,253000,254000,"Seisontajarrun
dynamometritesti","Alustan kotelot ja
pohjalevy",Etuakselisto
2005,Hyundai,TUCSON,429,33.1,228000,220000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2005,Jaguar,Mallit yhteensä,358,31.28,212000,196000,Taka-akselisto,Käyttöjarru,"Alustan kotelot ja
pohjalevy"
2005,Jaguar,S-TYPE,155,32.26,214000,208000,Taka-akselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2005,Jaguar,X-TYPE,169,34.32,218000,202000,Taka-akselisto,Käyttöjarru,"Alustan kotelot ja
pohjalevy"
2005,Jeep,Mallit yhteensä,268,33.21,224000,213000,"Seisontajarrun
dynamometritesti",Etuakselisto,
2005,Jeep,CHEROKEE,252,33.33,231000,216000,"Seisontajarrun
dynamometritesti",Etuakselisto,
2005,Kia,Mallit yhteensä,3152,36.2,202000,191000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
2005,Kia,CERATO,1480,33.31,181000,174000,"Sisäinen
valvontajärjestelmä
(OBD)","Käyttöjarrun
dynamometritesti",Käyttöjarru
2005,Kia,MAGENTIS,141,39.01,197000,195000,"Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto,Käyttöjarru
2005,Kia,PICANTO,238,36.55,141000,136000,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti",Käyttöjarru
2005,Kia,RIO,290,33.79,173000,167000,"Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
2005,Kia,SORENTO,422,39.81,278000,282000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
2005,Kia,SPORTAGE,423,38.77,240000,230000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2005,Lada-Vaz,Mallit yhteensä,127,40.94,106000,96000,"Alustan kotelot ja
pohjalevy","Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Land Rover,Mallit yhteensä,466,27.25,254000,250000,Taka-akselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2005,Land Rover,DISCOVERY,170,28.24,308000,297000,Taka-akselisto,"Ohjausnivelet ja
-tangot",Etuakselisto
2005,Land Rover,FREELANDER,107,27.1,263000,251000,"Ohjausnivelet ja
-tangot",,
2005,Lexus,Mallit yhteensä,215,15.35,223000,226000,"Seisontajarrun
dynamometritesti",,
2005,Mazda,Mallit yhteensä,3952,41.88,213000,212000,"Alustan kotelot ja
pohjalevy",Etuakselisto,"Jousitus ja
iskunvaimennus"
2005,Mazda,3,1210,42.07,188000,188000,Etuakselisto,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Mazda,5,131,45.8,229000,230000,Etuakselisto,"Bensiinimoottorin
pakokaasumittaus","Alustan kotelot ja
pohjalevy"
2005,Mazda,6,2416,42.51,228000,226000,"Alustan kotelot ja
pohjalevy","Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2005,Mercedes-Benz,Mallit yhteensä,7598,35.26,268000,246000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2005,Mercedes-Benz,A,1007,25.12,174000,171000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Mercedes-Benz,B,369,33.88,210000,192000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Etuakselisto
2005,Mercedes-Benz,C,2389,42.28,271000,253000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2005,Mercedes-Benz,CLK,162,30.86,203000,190000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2005,Mercedes-Benz,CLS,352,35.8,213000,202000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)","Ohjausnivelet ja
-tangot"
2005,Mercedes-Benz,E,2180,35.41,343000,326000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2005,Mercedes-Benz,M,417,28.06,276000,273000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Jousitus ja
iskunvaimennus"
2005,Mercedes-Benz,S,113,30.97,219000,201000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus"
2005,Mercedes-Benz,SLK,215,20,138000,136000,Etuakselisto,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Mercedes-Benz,VITO,143,50.35,366000,339000,"Alustan kotelot ja
pohjalevy","Seisontajarrun
dynamometritesti",Etuakselisto
2005,Mini,Mallit yhteensä,281,29.89,151000,150000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
2005,Mini,COOPER,281,29.89,151000,150000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
2005,Mitsubishi,Mallit yhteensä,1162,35.11,212000,208000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
2005,Mitsubishi,COLT,343,19.83,154000,151000,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus"
2005,Mitsubishi,GRANDIS,231,50.22,276000,265000,Etuakselisto,"Ohjausnivelet ja
-tangot",Taka-akselisto
2005,Mitsubishi,LANCER,330,38.79,203000,201000,Taka-akselisto,"Ohjausnivelet ja
-tangot",Etuakselisto
2005,Mitsubishi,OUTLANDER,132,46.97,213000,213000,Taka-akselisto,"Ohjausnivelet ja
-tangot",Etuakselisto
2005,Mitsubishi,PAJERO,108,26.85,287000,276000,Etuakselisto,,
2005,Nissan,Mallit yhteensä,10456,30.01,203000,198000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2005,Nissan,ALMERA,3442,24.08,178000,173000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2005,Nissan,ALMERA TINO,735,26.94,188000,187000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
2005,Nissan,MICRA,968,31.82,159000,149000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2005,Nissan,PATHFINDER,135,42.22,327000,322000,Taka-akselisto,Etuakselisto,Runko
2005,Nissan,PRIMERA,4268,33.65,223000,219000,Etuakselisto,Käyttöjarru,"Bensiinimoottorin
pakokaasumittaus"
2005,Nissan,X-TRAIL,688,35.32,249000,242000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2005,Opel,Mallit yhteensä,5952,38.54,222000,219000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Etuakselisto
2005,Opel,ASTRA,3359,37.6,216000,213000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Etuakselisto
2005,Opel,CORSA,219,31.51,144000,146000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2005,Opel,MERIVA,223,35.43,168000,162000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2005,Opel,VECTRA,1545,39.09,249000,247000,"Jousitus ja
iskunvaimennus",Taka-akselisto,"Seisontajarrun
dynamometritesti"
2005,Opel,ZAFIRA,439,49.66,254000,248000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2005,Peugeot,Mallit yhteensä,7443,35.12,200000,195000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2005,Peugeot,206,2112,30.68,150000,147000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Peugeot,307,2931,36.54,211000,206000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Seisontajarrun
dynamometritesti"
2005,Peugeot,407,1924,36.9,229000,225000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2005,Peugeot,607,184,36.41,261000,238000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti"
2005,Peugeot,807,113,53.98,248000,243000,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
2005,Porsche,Mallit yhteensä,203,11.82,140000,129000,,,
2005,Renault,Mallit yhteensä,5618,45.62,194000,190000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2005,Renault,CLIO,720,35.69,142000,138000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2005,Renault,LAGUNA,834,50.84,220000,216000,Etuakselisto,"Ohjausnivelet ja
-tangot","Bensiinimoottorin
pakokaasumittaus"
2005,Renault,MEGANE,2187,44.72,204000,201000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2005,Renault,MEGANE SCENIC,1248,51.04,203000,203000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2005,Renault,MODUS,282,42.91,148000,148000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2005,Renault,TWINGO,168,39.29,129000,119000,Etuakselisto,"Ohjausnivelet ja
-tangot",
2005,Saab,Mallit yhteensä,1622,25.83,242000,237000,Taka-akselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2005,Saab,9-3,953,27.7,238000,234000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2005,Saab,9-5,667,23.09,247000,244000,Taka-akselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2005,Seat,Mallit yhteensä,1091,33.91,246000,233000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2005,Seat,ALTEA,247,31.17,239000,228000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2005,Seat,IBIZA,103,48.54,174000,160000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Etuakselisto
2005,Seat,LEON,518,33.01,268000,245000,Käyttöjarru,"Seisontajarrun
dynamometritesti",
2005,Skoda,Mallit yhteensä,4897,34.8,258000,249000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Etuakselisto
2005,Skoda,FABIA,929,34.45,194000,187000,"Käyttöjarrun
dynamometritesti",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2005,Skoda,OCTAVIA,3771,35.03,272000,263000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Etuakselisto
2005,Skoda,SUPERB,197,31.98,283000,276000,Etuakselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2005,Smart,Mallit yhteensä,333,21.62,139000,133000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",
2005,Smart,FORFOUR,228,24.56,155000,153000,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Subaru,Mallit yhteensä,1272,16.04,226000,222000,"Jousitus ja
iskunvaimennus","Bensiinimoottorin
pakokaasumittaus","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Subaru,FORESTER,793,15.64,231000,226000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)","Bensiinimoottorin
pakokaasumittaus"
2005,Subaru,IMPREZA,161,15.53,180000,178000,"Bensiinimoottorin
pakokaasumittaus",,
2005,Subaru,LEGACY,314,17.52,235000,236000,"Bensiinimoottorin
pakokaasumittaus",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
2005,Suzuki,Mallit yhteensä,642,22.74,181000,177000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2005,Suzuki,GRAND VITARA,228,16.23,216000,209000,,,
2005,Suzuki,LIANA,125,28.8,177000,178000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2005,Suzuki,SWIFT,118,31.36,152000,149000,Etuakselisto,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2005,Toyota,Mallit yhteensä,20222,17.82,222000,212000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2005,Toyota,AVENSIS,5012,20.73,251000,239000,Etuakselisto,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
2005,Toyota,AVENSIS VERSO,356,23.88,294000,286000,"Seisontajarrun
dynamometritesti","Alustan kotelot ja
pohjalevy",Käyttöjarru
2005,Toyota,COROLLA,8994,16.62,202000,195000,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti",Käyttöjarru
2005,Toyota,"COROLLA
VERSO",1973,17.74,259000,250000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Jousitus ja
iskunvaimennus"
2005,Toyota,LAND CRUISER,520,16.54,329000,311000,Etuakselisto,"Seisontajarrun
dynamometritesti",
2005,Toyota,PRIUS,110,20,233000,231000,,,
2005,Toyota,RAV4,701,15.69,231000,227000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Toyota,YARIS,1880,14.95,154000,149000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
2005,Toyota,YARIS VERSO,395,18.23,201000,184000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2005,Volkswagen,Mallit yhteensä,14288,32.05,238000,225000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Etuakselisto
2005,Volkswagen,BORA,938,23.77,209000,195000,Käyttöjarru,"Seisontajarrun
dynamometritesti",Etuakselisto
2005,Volkswagen,CADDY,185,33.51,251000,239000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
2005,Volkswagen,GOLF,5908,32.74,223000,213000,Käyttöjarru,"Alustan kotelot ja
pohjalevy","Jousitus ja
iskunvaimennus"
2005,Volkswagen,GOLF PLUS,880,36.25,199000,191000,"Alustan kotelot ja
pohjalevy",Käyttöjarru,"Jousitus ja
iskunvaimennus"
2005,Volkswagen,JETTA,455,38.9,227000,220000,"Alustan kotelot ja
pohjalevy",Käyttöjarru,"Jousitus ja
iskunvaimennus"
2005,Volkswagen,PASSAT,2808,30.38,288000,279000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2005,Volkswagen,POLO,1409,29.1,163000,154000,Käyttöjarru,"Käyttöjarrun
dynamometritesti",Etuakselisto
2005,Volkswagen,TOUAREG,155,25.16,275000,268000,Käyttöjarru,,
2005,Volkswagen,TOURAN,959,41.29,300000,298000,Käyttöjarru,Etuakselisto,"Jousitus ja
iskunvaimennus"
2005,Volkswagen,TRANSPORTER,369,29.54,375000,343000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2005,Volvo,Mallit yhteensä,11915,29.05,272000,255000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2005,Volvo,S40,1546,28.59,203000,201000,Etuakselisto,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Volvo,S60,1648,22.63,234000,223000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Etuakselisto
2005,Volvo,S80,885,26.55,298000,267000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Ohjausnivelet ja
-tangot"
2005,Volvo,V50,2534,34.73,249000,241000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
2005,Volvo,V70,3987,29.07,312000,295000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Ohjausnivelet ja
-tangot"
2005,Volvo,XC70,603,22.22,308000,295000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2005,Volvo,XC90,707,33.52,300000,289000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Jousitus ja
iskunvaimennus"
2006,Merkit yhteensä,Mallit yhteensä,152658,28.3,217000,206000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
2006,Alfa Romeo,Mallit yhteensä,432,41.2,200000,193000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2006,Alfa Romeo,159,324,44.44,213000,208000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2006,Audi,Mallit yhteensä,7008,21.62,253000,244000,Käyttöjarru,Etuakselisto,"Jousitus ja
iskunvaimennus"
2006,Audi,A3,1335,27.94,210000,200000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2006,Audi,A4,2677,21.7,251000,242000,Käyttöjarru,Etuakselisto,"Jousitus ja
iskunvaimennus"
2006,Audi,A6,2272,18.09,281000,269000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus"
2006,Audi,Q7,438,24.66,289000,287000,Käyttöjarru,Etuakselisto,"Seisontajarrun
dynamometritesti"
2006,Audi,TT,118,16.1,164000,166000,"Jousitus ja
iskunvaimennus",,
2006,BMW,Mallit yhteensä,5830,33.81,255000,247000,Käyttöjarru,Taka-akselisto,"Jousitus ja
iskunvaimennus"
2006,BMW,1,522,35.25,193000,187000,Käyttöjarru,Taka-akselisto,"Jousitus ja
iskunvaimennus"
2006,BMW,3,2959,36.19,252000,245000,Taka-akselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
2006,BMW,5,1663,33.97,286000,283000,"Ohjausnivelet ja
-tangot",Käyttöjarru,Etuakselisto
2006,BMW,X3,267,18.73,252000,247000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
2006,BMW,X5,187,34.22,278000,264000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2006,Chevrolet,Mallit yhteensä,1430,36.57,150000,144000,Etuakselisto,"Käyttöjarrun
dynamometritesti",Käyttöjarru
2006,Chevrolet,AVEO,237,42.19,137000,133000,Etuakselisto,"Alustan kotelot ja
pohjalevy","Käyttöjarrun
dynamometritesti"
2006,Chevrolet,EPICA,128,35.94,182000,179000,"Ohjausnivelet ja
-tangot",Käyttöjarru,Taka-akselisto
2006,Chevrolet,EVANDA,178,33.71,161000,154000,"Ohjausnivelet ja
-tangot",Käyttöjarru,
2006,Chevrolet,KALOS,441,35.15,127000,125000,Etuakselisto,"Käyttöjarrun
dynamometritesti",Käyttöjarru
2006,Chevrolet,NUBIRA,204,44.61,178000,174000,"Alustan kotelot ja
pohjalevy","Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
2006,Chrysler,Mallit yhteensä,1916,43.68,213000,206000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Etuakselisto
2006,Chrysler,300C,423,48.94,251000,243000,"Seisontajarrun
dynamometritesti",Etuakselisto,Taka-akselisto
2006,Chrysler,PT CRUISER,140,35,164000,164000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2006,Chrysler,SEBRING,594,41.75,180000,176000,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
2006,Chrysler,VOYAGER,673,45.32,240000,240000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Ohjausnivelet ja
-tangot"
2006,Citroen,Mallit yhteensä,4945,32.54,185000,178000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2006,Citroen,BERLINGO,130,30.77,217000,216000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2006,Citroen,C1,209,22.97,131000,129000,"Käyttöjarrun
dynamometritesti",Etuakselisto,"Alustan kotelot ja
pohjalevy"
2006,Citroen,C2,203,31.53,137000,137000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2006,Citroen,C3,737,30.53,136000,136000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2006,Citroen,C4,1335,34.38,177000,174000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
2006,Citroen,C5,1416,34.46,223000,217000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2006,Citroen,XSARA PICASSO,703,31.01,191000,189000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
2006,Dodge,Mallit yhteensä,447,58.39,196000,194000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
2006,Dodge,CALIBER,404,60.64,200000,196000,Taka-akselisto,Etuakselisto,Käyttöjarru
2006,Fiat,Mallit yhteensä,3674,34.81,153000,148000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti"
2006,Fiat,CROMA,301,43.85,213000,205000,Taka-akselisto,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2006,Fiat,PUNTO,2505,32.26,140000,135000,"Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2006,Fiat,STILO,774,39.41,172000,169000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2006,Ford,Mallit yhteensä,9454,26.77,205000,199000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
